,id,female,age,school,asvab2,asvab3,asvab4,asvab5,asvab6,asvabc,height,weight85,weight94,sch_moth,sch_fath,siblings,library,pov78,exp,earnings,hours,tenure,collbarg,urban,ethnic,educ,faith,region,cat_emp,marital
1989,4528.0,female,45.0,14.0,61.0,59.0,56.0,60.0,68.0,61.172474,67.0,122.0,125.0,10.0,8.0,4.0,yes,no,14.076923,18.0,35.0,0.26923078,no,yes,white,associate degree,other,western,private,divorced
1990,4531.0,male,41.0,16.0,59.0,48.0,53.0,62.0,57.0,56.26532,69.0,165.0,210.0,15.0,18.0,1.0,yes,no,17.384615,34.61,50.0,8.461538,no,yes,white,degree,protestant,western,private,married
1991,4532.0,male,43.0,16.0,64.0,59.0,53.0,58.0,54.0,61.990334,70.0,150.0,165.0,9.0,12.0,4.0,yes,no,22.192308,30.28,40.0,22.73077,no,yes,hispanic,degree,catholic,western,private,married
1992,4534.0,female,44.0,13.0,62.0,59.0,56.0,62.0,72.0,61.717712,65.0,160.0,180.0,12.0,12.0,4.0,yes,no,16.153847,13.46,40.0,1.8269231,no,yes,white,high school dip,catholic,western,government,married
1993,4537.0,female,42.0,14.0,38.0,50.0,56.0,52.0,48.0,46.1784,63.0,135.0,170.0,6.0,6.0,4.0,no,yes,9.307693,22.0,40.0,7.3653846,no,yes,black,associate degree,other,western,government,divorced
1994,4538.0,female,45.0,12.0,49.0,55.0,53.0,53.0,59.0,52.721268,67.0,160.0,230.0,10.0,9.0,8.0,yes,no,22.961538,24.03,20.0,8.961538,no,yes,white,high school dip,protestant,western,private,married
1995,4540.0,male,40.0,16.0,43.0,42.0,44.0,37.0,40.0,43.4522,70.0,150.0,177.0,12.0,12.0,1.0,yes,no,17.0,25.78,45.0,17.634615,no,no,white,degree,protestant,western,government,single
1996,4541.0,female,42.0,12.0,42.0,38.0,29.0,31.0,31.0,37.727192,59.0,110.0,110.0,7.0,11.0,3.0,yes,yes,9.384615,8.0,32.0,0.5576923,no,no,hispanic,high school dip,catholic,western,private,divorced
1997,4542.0,male,39.0,13.0,35.0,25.0,29.0,28.0,31.0,30.366463,64.0,120.0,130.0,7.0,11.0,3.0,no,yes,14.807693,9.88,40.0,5.230769,no,yes,hispanic,high school dip,catholic,western,government,divorced
1998,4543.0,female,39.0,12.0,43.0,34.0,32.0,37.0,45.0,37.99981,60.0,115.0,105.0,7.0,11.0,3.0,no,yes,10.230769,11.0,40.0,4.019231,no,yes,hispanic,high school dip,catholic,western,private,divorced
1999,4544.0,female,38.0,12.0,32.0,30.0,32.0,41.0,47.0,30.911701,59.0,125.0,136.0,7.0,11.0,3.0,yes,yes,8.25,5.76,20.0,2.0192308,no,no,hispanic,high school dip,catholic,western,government,married
2000,4545.0,male,45.0,12.0,62.0,48.0,47.0,59.0,57.0,56.26532,74.0,180.0,200.0,12.0,12.0,4.0,yes,no,23.192308,40.06,48.0,23.711538,no,yes,white,high school dip,protestant,western,private,married
2001,4548.0,male,38.0,16.0,62.0,55.0,56.0,53.0,53.0,60.627235,70.0,145.0,155.0,12.0,8.0,2.0,no,no,15.692307,39.7,41.0,10.326923,no,yes,white,degree,protestant,western,private,divorced
2002,4551.0,female,40.0,13.0,47.0,48.0,50.0,47.0,50.0,48.904594,61.0,109.0,110.0,12.0,7.0,3.0,yes,no,19.115385,12.82,30.0,19.942308,yes,2.0,white,high school dip,catholic,western,government,married
2003,4552.0,male,38.0,15.0,53.0,50.0,59.0,61.0,39.0,55.174843,72.0,158.0,190.0,12.0,12.0,1.0,yes,no,11.75,18.09,51.0,2.7115386,no,no,white,high school dip,catholic,western,private,married
2004,4557.0,female,38.0,12.0,36.0,33.0,29.0,43.0,37.0,33.09266,64.0,138.0,148.0,9.0,7.0,3.0,yes,yes,1.7692307,9.75,40.0,1.7307693,no,yes,white,high school dip,catholic,western,private,divorced
2005,4563.0,male,40.0,12.0,54.0,52.0,29.0,50.0,53.0,48.086735,70.0,201.0,187.0,10.0,12.0,0.0,yes,no,21.846153,32.5,40.0,12.865385,yes,yes,white,high school dip,protestant,western,private,married
2006,4564.0,female,44.0,16.0,57.0,56.0,59.0,62.0,57.0,58.991516,65.0,135.0,140.0,12.0,12.0,2.0,yes,no,14.961538,19.6,50.0,3.0769231,no,yes,black,degree,catholic,western,government,married
2007,4566.0,male,41.0,12.0,58.0,55.0,56.0,60.0,55.0,58.446278,70.0,170.0,162.0,12.0,12.0,3.0,no,no,19.634615,58.6,50.0,17.26923,yes,yes,white,high school dip,catholic,western,government,married
2008,4569.0,male,41.0,12.0,55.0,56.0,59.0,62.0,62.0,57.90104,71.0,197.0,235.0,12.0,11.0,10.0,yes,yes,22.865385,22.8,57.0,10.846154,no,yes,white,high school dip,catholic,western,private,divorced
2009,4575.0,male,41.0,12.0,36.0,50.0,50.0,46.0,43.0,43.4522,69.0,165.0,195.0,12.0,12.0,2.0,no,no,18.596153,27.0,60.0,1.0961539,yes,yes,white,high school dip,protestant,western,private,married
2010,4576.0,female,41.0,18.0,49.0,43.0,47.0,53.0,51.0,47.814114,62.0,230.0,250.0,15.0,12.0,2.0,no,no,9.884615,10.52,30.0,5.6538463,no,yes,white,degree,catholic,western,government,single
2011,4579.0,male,40.0,13.0,61.0,59.0,59.0,52.0,45.0,61.990334,74.0,215.0,250.0,12.0,12.0,3.0,yes,no,14.384615,21.8,40.0,5.7115383,yes,yes,white,high school dip,catholic,western,private,single
2012,4582.0,female,39.0,13.0,50.0,52.0,47.0,51.0,45.0,50.81293,66.0,120.0,125.0,8.0,13.0,10.0,yes,no,11.980769,20.67,40.0,1.8846154,no,yes,white,high school dip,protestant,western,government,divorced
2013,4583.0,male,37.0,12.0,62.0,52.0,44.0,41.0,47.0,56.53794,69.0,125.0,140.0,8.0,13.0,10.0,yes,no,15.230769,11.25,40.0,5.1538463,no,yes,white,high school dip,protestant,western,private,single
2014,4585.0,female,40.0,10.0,64.0,51.0,50.0,60.0,57.0,58.991516,64.0,145.0,190.0,14.0,10.0,2.0,yes,no,12.5,12.0,33.0,5.5,no,yes,white,other,protestant,western,private,divorced
2015,4586.0,male,37.0,12.0,65.0,54.0,50.0,53.0,43.0,60.354614,72.0,155.0,235.0,13.0,8.0,2.0,yes,yes,17.442308,26.5,37.0,2.3269231,no,yes,white,high school dip,protestant,western,private,married
2016,4589.0,female,42.0,12.0,43.0,54.0,53.0,59.0,54.0,49.17721,66.0,145.0,145.0,12.0,12.0,3.0,no,no,15.230769,13.66,40.0,7.9615383,no,yes,white,high school dip,protestant,western,private,married
2017,4600.0,female,38.0,12.0,50.0,54.0,56.0,62.0,38.0,53.811745,67.0,115.0,140.0,12.0,12.0,2.0,yes,no,17.653847,20.0,32.0,13.5,yes,yes,white,high school dip,catholic,western,government,married
2018,4602.0,female,42.0,14.0,50.0,60.0,56.0,62.0,60.0,55.447464,66.0,125.0,138.0,15.0,12.0,2.0,yes,no,22.192308,11.0,29.0,0.5192308,no,yes,white,high school dip,protestant,western,private,married
2019,4604.0,female,39.0,12.0,46.0,54.0,50.0,56.0,54.0,49.99507,67.0,130.0,160.0,12.0,12.0,1.0,no,no,12.711538,11.98,40.0,3.0961537,no,yes,white,high school dip,protestant,western,private,single
2020,4607.0,male,43.0,17.0,54.0,56.0,53.0,61.0,52.0,55.72008,72.0,175.0,170.0,14.0,16.0,3.0,yes,yes,19.01923,30.0,40.0,16.173077,yes,no,white,degree,protestant,western,private,married
2021,4609.0,male,41.0,20.0,64.0,56.0,59.0,62.0,64.0,62.80819,73.0,172.0,205.0,12.0,10.0,2.0,yes,yes,15.826923,72.11,40.0,3.75,no,yes,white,masters,protestant,southern,private,married
2022,4616.0,female,38.0,16.0,64.0,60.0,56.0,56.0,57.0,63.08081,61.0,115.0,135.0,12.0,12.0,3.0,yes,,16.51923,19.71,40.0,3.7115386,no,yes,white,degree,protestant,western,private,married
2023,4618.0,female,41.0,12.0,35.0,42.0,32.0,41.0,47.0,35.81885,65.0,127.0,152.0,16.0,10.0,3.0,yes,,13.730769,18.75,40.0,1.2692307,no,yes,white,none,catholic,western,private,divorced
2024,4623.0,male,38.0,12.0,47.0,31.0,29.0,39.0,37.0,38.545048,72.0,150.0,170.0,12.0,10.0,1.0,yes,no,12.576923,25.0,40.0,1.2115384,no,yes,white,high school dip,protestant,western,private,married
2025,4625.0,female,44.0,15.0,62.0,52.0,62.0,62.0,57.0,61.44509,64.0,155.0,155.0,12.0,12.0,1.0,yes,no,15.75,46.0,32.0,1.8653846,no,yes,white,degree,catholic,western,private,married
2026,4632.0,female,37.0,16.0,50.0,51.0,56.0,57.0,56.0,52.993885,67.0,125.0,120.0,14.0,14.0,4.0,yes,no,15.230769,27.5,20.0,19.096153,no,yes,white,degree,catholic,western,government,married
2027,4633.0,male,42.0,13.0,47.0,54.0,44.0,54.0,38.0,48.904594,71.0,170.0,195.0,12.0,12.0,3.0,yes,no,21.192308,36.0,50.0,4.6153846,yes,yes,white,high school dip,protestant,western,private,married
2028,4634.0,male,41.0,17.0,55.0,54.0,56.0,52.0,50.0,56.53794,71.0,255.0,230.0,12.0,14.0,3.0,yes,no,16.461538,117.78,40.0,1.7115384,no,yes,white,masters,protestant,western,private,married
2029,4635.0,male,40.0,17.0,64.0,57.0,59.0,52.0,42.0,63.08081,73.0,165.0,240.0,12.0,14.0,3.0,yes,no,10.019231,31.25,40.0,0.15384616,no,yes,white,degree,protestant,western,private,married
2030,4637.0,female,39.0,12.0,31.0,28.0,26.0,28.0,26.0,28.185505,67.0,165.0,160.0,12.0,6.0,1.0,yes,no,11.557693,18.61,43.0,4.1346154,no,no,white,high school dip,protestant,southern,private,divorced
2031,4638.0,female,40.0,12.0,35.0,26.0,35.0,31.0,26.0,32.2748,65.0,155.0,190.0,12.0,7.0,1.0,yes,no,13.519231,7.81,40.0,2.8653846,no,yes,white,high school dip,protestant,north central,private,married
2032,4641.0,female,38.0,12.0,55.0,46.0,41.0,53.0,62.0,50.26769,64.0,120.0,140.0,11.0,8.0,8.0,yes,no,12.480769,7.25,56.0,3.5192308,no,no,white,high school dip,protestant,western,government,divorced
2033,4642.0,male,38.0,13.0,53.0,48.0,47.0,51.0,34.0,51.35817,74.0,180.0,200.0,12.0,16.0,2.0,yes,no,9.269231,38.88,45.0,0.44230768,yes,no,white,high school dip,protestant,western,private,married
2034,4643.0,male,39.0,14.0,45.0,42.0,38.0,52.0,28.0,42.906963,68.0,154.0,196.0,12.0,14.0,2.0,no,yes,0.88461536,25.09,32.0,0.7307692,no,yes,white,associate degree,protestant,southern,private,married
2035,4645.0,female,44.0,16.0,54.0,55.0,56.0,54.0,54.0,56.26532,65.0,145.0,140.0,12.0,10.0,2.0,yes,no,14.403846,18.33,30.0,5.519231,no,no,hispanic,other,catholic,western,private,married
2036,4646.0,male,42.0,12.0,49.0,44.0,50.0,53.0,54.0,48.904594,67.0,170.0,190.0,11.0,10.0,8.0,yes,no,21.75,25.0,40.0,4.2115383,yes,yes,white,high school dip,protestant,western,private,married
2037,4650.0,female,41.0,16.0,59.0,48.0,50.0,62.0,62.0,55.447464,65.0,135.0,138.0,12.0,15.0,1.0,yes,no,12.903846,30.0,20.0,0.9807692,yes,yes,white,degree,catholic,western,government,married
2038,4652.0,male,41.0,16.0,66.0,61.0,53.0,46.0,58.0,63.62605,68.0,145.0,150.0,12.0,16.0,1.0,yes,no,19.096153,27.92,38.0,2.4615386,no,yes,white,degree,protestant,north eastern,private,single
2039,4655.0,female,39.0,14.0,54.0,47.0,44.0,62.0,63.0,50.81293,64.0,124.0,128.0,11.0,11.0,3.0,yes,yes,18.846153,25.41,35.0,18.134615,no,yes,white,high school dip,catholic,north eastern,government,divorced
2040,4662.0,female,39.0,16.0,66.0,61.0,62.0,60.0,46.0,66.07963,67.0,143.0,140.0,12.0,16.0,4.0,yes,no,17.26923,23.07,40.0,17.211538,no,yes,white,degree,catholic,north eastern,private,married
2041,4665.0,female,45.0,14.0,58.0,60.0,62.0,61.0,60.0,61.44509,63.0,122.0,136.0,14.0,14.0,2.0,yes,no,19.76923,30.0,12.0,16.51923,no,no,white,associate degree,catholic,north eastern,self-employed,married
2042,4669.0,male,38.0,14.0,40.0,35.0,47.0,46.0,38.0,40.726006,73.0,160.0,190.0,12.0,16.0,2.0,yes,no,15.288462,18.5,40.0,10.576923,no,yes,white,associate degree,protestant,north eastern,private,married
2043,4673.0,male,44.0,12.0,42.0,25.0,20.0,44.0,29.0,31.729559,67.0,195.0,220.0,10.0,9.0,4.0,yes,,20.288462,16.48,40.0,1.2115384,no,yes,white,high school dip,catholic,north eastern,government,married
2044,4675.0,female,42.0,13.0,45.0,55.0,53.0,44.0,55.0,50.54031,62.0,100.0,130.0,12.0,12.0,2.0,yes,no,21.961538,17.8,38.0,4.673077,no,no,white,high school dip,catholic,north eastern,private,married
2045,4676.0,male,40.0,12.0,64.0,55.0,59.0,62.0,56.0,62.535572,71.0,176.0,260.0,12.0,12.0,2.0,yes,yes,21.653847,19.92,40.0,8.673077,no,yes,white,high school dip,catholic,north eastern,private,single
2046,4678.0,female,38.0,12.0,35.0,46.0,32.0,44.0,50.0,36.909332,65.0,140.0,130.0,11.0,12.0,2.0,yes,no,11.961538,8.0,40.0,1.1730769,no,yes,white,high school dip,protestant,north eastern,private,married
2047,4684.0,female,44.0,13.0,53.0,60.0,59.0,54.0,34.0,57.90104,64.0,120.0,140.0,17.0,12.0,0.0,yes,no,22.211538,24.03,40.0,2.5384614,no,yes,white,associate degree,catholic,north eastern,private,married
2048,4686.0,female,43.0,17.0,64.0,55.0,59.0,62.0,68.0,62.535572,70.0,170.0,220.0,12.0,14.0,1.0,yes,no,17.903847,23.65,50.0,4.673077,no,yes,white,degree,none,southern,private,single
2049,4687.0,male,39.0,13.0,55.0,54.0,62.0,53.0,62.0,58.173656,70.0,174.0,200.0,12.0,16.0,1.0,yes,no,13.942307,26.04,40.0,14.903846,no,no,white,high school dip,protestant,southern,government,married
2050,4688.0,male,42.0,16.0,65.0,61.0,56.0,59.0,54.0,63.89867,75.0,190.0,220.0,16.0,16.0,1.0,yes,no,18.98077,31.46,55.0,16.576923,no,yes,white,degree,protestant,north central,private,married
2051,4692.0,female,38.0,18.0,61.0,59.0,59.0,54.0,59.0,61.990334,64.0,135.0,180.0,16.0,17.0,3.0,yes,no,10.692307,2.19,28.0,10.0,yes,no,white,masters,jewish,north eastern,government,married
2052,4695.0,male,43.0,16.0,65.0,61.0,56.0,50.0,47.0,63.89867,73.0,205.0,248.0,16.0,16.0,0.0,yes,no,19.153847,38.46,40.0,4.923077,no,yes,black,degree,protestant,southern,private,married
2053,4698.0,male,38.0,16.0,61.0,56.0,44.0,60.0,42.0,57.08318,71.0,195.0,190.0,14.0,12.0,1.0,yes,no,15.096154,8.75,16.0,8.153846,no,yes,white,degree,jewish,north eastern,private,married
2054,4701.0,male,42.0,12.0,58.0,47.0,53.0,51.0,50.0,55.447464,70.0,180.0,210.0,12.0,16.0,2.0,yes,no,22.173077,45.35,53.0,3.5,no,no,white,high school dip,catholic,north eastern,private,married
2055,4702.0,male,39.0,14.0,62.0,52.0,56.0,62.0,32.0,59.809376,70.0,168.0,197.0,10.0,15.0,2.0,yes,no,17.365385,27.97,55.0,3.7115386,no,no,white,associate degree,catholic,north eastern,private,married
2056,4707.0,male,37.0,12.0,53.0,52.0,44.0,44.0,45.0,51.630787,72.0,150.0,190.0,12.0,14.0,2.0,yes,no,20.75,43.75,40.0,19.038462,yes,yes,white,other,catholic,north central,private,married
2057,4710.0,male,45.0,12.0,40.0,35.0,41.0,52.0,48.0,39.090286,70.0,195.0,220.0,10.0,10.0,6.0,yes,no,19.692308,9.5,37.0,9.653846,no,no,black,high school dip,protestant,north eastern,private,single
2058,4711.0,female,42.0,12.0,45.0,35.0,32.0,55.0,42.0,39.362907,64.0,147.0,170.0,10.0,8.0,6.0,yes,no,16.153847,17.5,40.0,8.576923,yes,no,black,high school dip,protestant,north eastern,private,single
2059,4712.0,male,39.0,12.0,42.0,25.0,29.0,30.0,32.0,34.183136,70.0,160.0,185.0,10.0,7.0,7.0,yes,no,11.134615,17.5,40.0,2.25,yes,yes,black,high school dip,none,north eastern,private,married
2060,4714.0,female,39.0,12.0,51.0,51.0,53.0,61.0,58.0,52.721268,66.0,150.0,150.0,10.0,12.0,1.0,yes,no,14.711538,17.96,40.0,6.019231,no,no,white,high school dip,other,north eastern,private,married
2061,4716.0,male,43.0,12.0,42.0,26.0,32.0,32.0,42.0,35.273613,72.0,230.0,290.0,12.0,12.0,2.0,yes,no,23.23077,12.91,48.0,11.673077,yes,no,white,high school dip,catholic,north eastern,government,married
2062,4720.0,male,45.0,12.0,58.0,51.0,56.0,48.0,54.0,57.3558,71.0,170.0,200.0,12.0,9.0,5.0,yes,no,23.173077,21.0,40.0,23.538462,yes,no,white,high school dip,other,north central,private,married
2063,4722.0,male,41.0,12.0,45.0,50.0,59.0,43.0,32.0,50.81293,69.0,165.0,165.0,12.0,12.0,1.0,yes,no,21.923077,10.83,60.0,13.692307,no,no,white,high school dip,protestant,north central,private,married
2064,4724.0,female,43.0,12.0,36.0,35.0,44.0,47.0,47.0,37.727192,60.0,145.0,160.0,11.0,16.0,3.0,yes,no,15.0,8.75,60.0,0.96153843,no,yes,white,high school dip,protestant,southern,private,divorced
2065,4726.0,female,44.0,16.0,39.0,56.0,47.0,53.0,54.0,45.905777,63.0,105.0,126.0,8.0,12.0,2.0,yes,no,19.442308,13.58,40.0,12.307693,yes,yes,white,associate degree,catholic,north central,government,married
2066,4730.0,female,39.0,11.0,47.0,55.0,41.0,52.0,50.0,48.359352,65.0,180.0,190.0,10.0,9.0,7.0,yes,yes,10.461538,3.0,14.0,1.75,no,yes,white,none,protestant,north central,private,divorced
2067,4732.0,male,40.0,12.0,42.0,47.0,38.0,36.0,38.0,42.634342,74.0,270.0,310.0,12.0,10.0,5.0,yes,no,21.365385,9.96,40.0,15.134615,yes,yes,white,high school dip,protestant,north central,government,married
2068,4734.0,female,40.0,12.0,47.0,42.0,41.0,37.0,47.0,44.8153,68.0,138.0,170.0,11.0,8.0,5.0,no,no,14.692307,11.4,40.0,9.557693,no,no,white,high school dip,protestant,north central,private,married
2069,4736.0,male,38.0,9.0,35.0,41.0,35.0,37.0,30.0,36.364094,74.0,168.0,170.0,10.0,12.0,1.0,yes,yes,13.576923,7.35,40.0,0.8269231,yes,yes,white,none,protestant,north central,private,divorced
2070,4738.0,male,44.0,14.0,64.0,52.0,56.0,55.0,49.0,60.899853,72.0,180.0,194.0,10.0,10.0,4.0,yes,no,18.26923,23.04,56.0,7.480769,yes,yes,white,associate degree,none,north central,government,married
2071,4740.0,male,38.0,12.0,46.0,51.0,50.0,43.0,41.0,49.17721,72.0,135.0,185.0,12.0,12.0,0.0,yes,no,7.326923,12.0,40.0,1.6346154,no,yes,white,high school dip,none,southern,private,divorced
2072,4742.0,female,43.0,16.0,66.0,61.0,62.0,42.0,46.0,66.07963,65.0,120.0,135.0,12.0,16.0,1.0,yes,no,11.211538,9.68,40.0,1.6730769,yes,yes,white,degree,other,north central,private,single
2073,4746.0,female,39.0,12.0,40.0,43.0,59.0,51.0,54.0,46.1784,65.0,110.0,121.0,9.0,8.0,5.0,yes,no,12.75,12.77,40.0,0.40384614,yes,yes,white,high school dip,other,north central,government,divorced
2074,4747.0,male,38.0,12.0,35.0,41.0,35.0,39.0,41.0,36.364094,65.0,145.0,200.0,9.0,8.0,5.0,yes,no,9.038462,9.25,40.0,0.25,no,no,white,high school dip,other,north central,private,divorced
2075,4748.0,female,42.0,12.0,50.0,50.0,44.0,43.0,51.0,49.449833,66.0,108.0,135.0,10.0,7.0,3.0,yes,no,15.288462,10.51,38.0,7.519231,yes,no,white,none,protestant,north eastern,private,divorced
2076,4752.0,male,39.0,12.0,54.0,56.0,44.0,46.0,42.0,53.266506,71.0,160.0,170.0,11.0,8.0,6.0,yes,no,17.461538,16.66,45.0,0.34615386,no,no,white,associate degree,protestant,north central,private,single
2077,4753.0,female,43.0,16.0,65.0,61.0,59.0,61.0,63.0,64.71653,67.0,150.0,153.0,16.0,20.0,1.0,yes,no,13.384615,12.12,46.0,6.0576925,no,yes,white,degree,protestant,north central,private,divorced
2078,4754.0,female,42.0,18.0,59.0,61.0,59.0,55.0,52.0,61.44509,68.0,155.0,150.0,16.0,20.0,1.0,yes,yes,17.961538,31.19,41.0,11.384615,yes,yes,white,masters,protestant,western,government,married
2079,4755.0,male,40.0,12.0,55.0,44.0,53.0,48.0,56.0,52.993885,67.0,165.0,200.0,12.0,12.0,3.0,yes,no,17.307692,17.8,48.0,15.5,yes,no,white,high school dip,catholic,north central,private,married
2080,4756.0,male,39.0,18.0,66.0,61.0,62.0,62.0,57.0,66.07963,70.0,170.0,200.0,13.0,14.0,1.0,yes,no,12.846154,51.28,45.0,1.3846154,no,no,white,masters,protestant,southern,private,married
2081,4760.0,male,38.0,17.0,64.0,60.0,56.0,53.0,49.0,63.08081,73.0,178.0,225.0,14.0,15.0,1.0,yes,no,12.730769,18.19,37.0,2.3846154,no,yes,white,degree,protestant,north central,government,single
2082,4762.0,female,40.0,12.0,47.0,48.0,32.0,53.0,54.0,43.99744,67.0,130.0,165.0,13.0,12.0,4.0,yes,no,18.5,7.0,35.0,0.61538464,no,yes,white,high school dip,protestant,north central,private,single
2083,4763.0,female,44.0,15.0,40.0,52.0,56.0,54.0,57.0,47.814114,66.0,110.0,160.0,12.0,6.0,1.0,yes,no,14.211538,23.25,40.0,13.211538,yes,no,white,associate degree,protestant,north central,government,divorced
2084,4764.0,male,42.0,12.0,47.0,48.0,50.0,54.0,48.0,48.904594,73.0,170.0,185.0,12.0,12.0,3.0,yes,no,21.923077,19.0,50.0,16.538462,no,yes,white,none,protestant,north central,private,married
2085,4765.0,male,38.0,12.0,55.0,52.0,53.0,41.0,41.0,55.174843,73.0,180.0,198.0,12.0,12.0,3.0,yes,no,13.423077,19.4,53.0,3.8461537,no,yes,white,high school dip,protestant,north central,private,divorced
2086,4767.0,male,44.0,17.0,65.0,61.0,62.0,52.0,53.0,65.534386,72.0,165.0,220.0,12.0,12.0,2.0,yes,no,17.115385,18.0,40.0,5.673077,yes,no,white,degree,protestant,north central,private,married
2087,4769.0,female,42.0,12.0,53.0,52.0,47.0,58.0,57.0,52.448647,67.0,168.0,150.0,12.0,10.0,3.0,yes,no,18.942308,11.5,32.0,1.5,no,no,white,high school dip,protestant,north central,private,divorced
2088,4770.0,male,38.0,12.0,57.0,43.0,47.0,49.0,51.0,52.17603,73.0,145.0,190.0,12.0,10.0,3.0,yes,no,19.211538,13.95,40.0,13.634615,yes,yes,white,high school dip,protestant,north central,private,married
2089,4771.0,male,45.0,12.0,49.0,47.0,47.0,62.0,58.0,48.904594,70.0,270.0,275.0,12.0,12.0,2.0,no,no,22.25,29.68,56.0,2.2692308,yes,no,white,high school dip,protestant,north central,private,married
2090,4772.0,female,44.0,12.0,54.0,52.0,41.0,55.0,57.0,51.35817,64.0,137.0,135.0,12.0,12.0,7.0,yes,no,15.826923,9.24,25.0,6.423077,no,no,white,high school dip,none,north central,private,married
2091,4776.0,male,40.0,12.0,43.0,39.0,38.0,44.0,41.0,40.998627,72.0,185.0,210.0,10.0,8.0,4.0,no,yes,17.76923,13.5,50.0,8.826923,no,yes,white,high school dip,protestant,north central,private,married
2092,4777.0,female,41.0,12.0,42.0,50.0,44.0,54.0,49.0,45.087917,64.0,130.0,135.0,12.0,8.0,6.0,yes,no,21.73077,10.25,32.0,11.711538,no,yes,white,high school dip,catholic,north central,private,married
2093,4778.0,female,38.0,12.0,35.0,39.0,41.0,38.0,46.0,37.45457,64.0,129.0,165.0,12.0,9.0,1.0,yes,no,20.26923,10.5,40.0,12.192307,no,yes,white,high school dip,protestant,north central,private,married
2094,4779.0,male,38.0,12.0,42.0,29.0,23.0,30.0,29.0,33.637897,69.0,130.0,175.0,6.0,4.0,1.0,yes,no,10.75,12.72,55.0,2.3846154,no,yes,white,none,catholic,north central,private,married
2095,4780.0,female,42.0,12.0,43.0,44.0,53.0,62.0,57.0,46.451015,66.0,155.0,175.0,12.0,12.0,2.0,yes,no,20.173077,12.9,40.0,5.0961537,no,no,white,high school dip,catholic,north central,private,divorced
2096,4781.0,male,44.0,9.0,42.0,34.0,35.0,41.0,34.0,38.27243,71.0,210.0,185.0,12.0,7.0,11.0,yes,no,15.788462,9.85,40.0,3.0,no,yes,white,none,catholic,north central,private,married
2097,4784.0,female,41.0,12.0,42.0,44.0,38.0,49.0,56.0,41.816483,67.0,130.0,210.0,10.0,12.0,8.0,yes,,19.788462,11.93,40.0,11.980769,yes,yes,white,high school dip,catholic,north central,private,divorced
2098,4785.0,female,39.0,12.0,50.0,55.0,47.0,62.0,58.0,51.630787,67.0,150.0,200.0,9.0,12.0,8.0,yes,,21.038462,8.25,40.0,0.48076922,no,yes,white,high school dip,catholic,north central,private,married
2099,4788.0,male,42.0,12.0,54.0,41.0,56.0,62.0,56.0,52.448647,69.0,175.0,210.0,12.0,12.0,4.0,yes,no,22.096153,17.3,50.0,8.442307,yes,no,white,high school dip,catholic,north central,private,married
2100,4791.0,male,45.0,12.0,42.0,38.0,41.0,39.0,45.0,40.998627,73.0,185.0,205.0,12.0,12.0,6.0,yes,no,23.115385,13.94,40.0,23.884615,no,yes,white,high school dip,catholic,north central,private,married
2101,4794.0,male,38.0,14.0,58.0,48.0,50.0,49.0,45.0,54.90222,74.0,187.0,205.0,12.0,12.0,3.0,yes,no,11.846154,19.23,40.0,4.3653846,no,yes,white,associate degree,catholic,southern,self-employed,divorced
2102,4795.0,female,37.0,16.0,61.0,54.0,53.0,56.0,57.0,58.991516,63.0,115.0,170.0,12.0,12.0,2.0,yes,no,13.923077,27.88,40.0,0.6730769,no,yes,white,degree,protestant,north central,private,divorced
2103,4796.0,female,40.0,14.0,46.0,56.0,56.0,42.0,35.0,52.17603,63.0,120.0,185.0,12.0,7.0,2.0,yes,no,5.8076925,8.8,40.0,0.8076923,no,yes,white,associate degree,catholic,north central,private,divorced
2104,4799.0,male,40.0,18.0,66.0,60.0,59.0,44.0,45.0,64.98915,69.0,225.0,230.0,12.0,8.0,2.0,yes,no,8.75,15.5,40.0,4.7115383,yes,yes,white,degree,protestant,north central,government,single
2105,4802.0,female,39.0,13.0,47.0,50.0,47.0,44.0,47.0,48.631973,69.0,163.0,163.0,12.0,13.0,3.0,yes,no,16.884615,20.0,50.0,4.6153846,no,yes,white,high school dip,protestant,north central,private,married
2106,4803.0,female,38.0,13.0,62.0,56.0,53.0,62.0,59.0,60.081997,66.0,165.0,240.0,12.0,12.0,2.0,no,no,18.788462,6.0,40.0,6.1346154,no,no,white,high school dip,catholic,north central,government,married
2107,4804.0,female,39.0,12.0,46.0,47.0,53.0,58.0,61.0,48.904594,71.0,165.0,180.0,12.0,12.0,2.0,yes,no,18.076923,2.9,56.0,9.134615,no,no,white,high school dip,protestant,north central,self-employed,married
2108,4808.0,male,42.0,12.0,64.0,55.0,56.0,53.0,54.0,61.717712,66.0,145.0,180.0,8.0,11.0,7.0,yes,no,19.134615,20.94,45.0,16.538462,no,yes,white,high school dip,catholic,north central,private,married
2109,4809.0,female,39.0,11.0,39.0,38.0,29.0,39.0,34.0,36.091473,64.0,105.0,125.0,8.0,11.0,7.0,yes,no,15.788462,11.85,40.0,9.019231,no,yes,white,none,catholic,north central,private,married
2110,4810.0,female,44.0,13.0,64.0,60.0,53.0,62.0,71.0,62.26295,61.0,105.0,120.0,12.0,12.0,1.0,no,yes,21.942308,16.23,45.0,12.384615,yes,no,white,high school dip,none,north central,government,married
